Month/YR Monitored,Date Data Collected,EpicotylLength,OutplantTagID,DeadAliveDying,PlumuleColor,HypocotylLength,TotalLength,Branches,"LeavesMainStem
",LeavesBranches,TotalLeaves,,,PROP ROOTS
2.2024,2/21/2024,NA,2119,A,G,NA,51.5,0,3,0,3,NA,,
2.2024,2/21/2024,NA,2101,A,G,NA,49.2,0,5,0,5,NA,,
2.2024,2/21/2024,NA,3034,A,G,NA,34.4,0,4,0,4,NA,,
2.2024,2/21/2024,NA,2140,A,G,NA,35.5,0,6,0,6,NA,,
2.2024,2/21/2024,NA,3031,A,G,NA,46.4,2,6,0,6,NA,MSS,
2.2024,2/21/2024,NA,2135,A,G,NA,29.3,0,3,0,3,NA,,
2.2024,2/21/2024,NA,2174,Dy,G,NA,18.3,0,0,0,0,NA,plumule dead,
2.2024,2/21/2024,NA,2187,D,G,NA,NA,NA,NA,NA,#VALUE!,NA,dead,
2.2024,2/21/2024,NA,2123,A,G,NA,61.2,0,3,0,3,NA,,
2.2024,2/21/2024,NA,2165,A,G,NA,49.4,0,3,0,3,NA,,
2.2024,2/21/2024,NA,2149,A,G,NA,48.5,0,5,0,5,NA,,
2.2024,2/21/2024,NA,2163,A,G,NA,40.4,0,6,0,6,NA,,
2.2024,2/21/2024,NA,1854,A,G,NA,42.5,0,8,0,8,NA,,
2.2024,2/21/2024,NA,1861,A,G,NA,38.1,0,8,0,8,NA,,
2.2024,2/21/2024,NA,3049,A,G,NA,40.4,0,9,0,9,NA,,
2.2024,2/21/2024,NA,3051,A,G,NA,42.1,0,8,0,8,NA,,
2.2024,2/21/2024,NA,1837,A,G,NA,47.3,0,8,0,8,NA,,
2.2024,2/21/2024,NA,1866,A,G,NA,51,0,6,0,6,NA,,
2.2024,2/21/2024,NA,3041,Dy,G,NA,41.6,0,4,0,4,NA,,
2.2024,2/21/2024,NA,1848,A,G,NA,62.4,0,6,0,6,NA,,
2.2024,2/21/2024,NA,1841,A,G,NA,37.1,0,8,0,8,NA,,
2.2024,2/21/2024,NA,1880,A,G,NA,48.3,0,10,0,10,NA,,
2.2024,2/21/2024,NA,1818,A,G,NA,60.4,0,8,0,8,NA,,
2.2024,2/21/2024,NA,3015,A,G,NA,37.6,0,3,0,3,NA,,
2.2024,2/21/2024,NA,1859,A,G,NA,56,0,0,4,4,H,,
2.2024,2/21/2024,NA,1893,A,G,NA,52.1,1,6,4,10,H,,
2.2024,2/21/2024,NA,3022,A,G,NA,56.8,3,12,10,22,H,,
2.2024,2/21/2024,NA,1845,A,G,NA,50.5,2,8,4,12,H,,
2.2024,2/21/2024,NA,1840,D,G,NA,NA,NA,NA,NA,NA,NA,,
2.2024,2/21/2024,NA,1858,A,G,NA,29.3,0,4,0,4,H,,
2.2024,2/21/2024,NA,3083,A,G,NA,42.8,0,6,0,6,H,,
2.2024,2/21/2024,NA,1814,A,G,NA,40.3,0,4,0,4,H,,
2.2024,2/21/2024,NA,1894,A,G,NA,48.2,0,7,0,7,H,,
2.2024,2/21/2024,NA,1851,A,G,NA,51,4,8,19,27,H,,
2.2024,2/21/2024,NA,3043,A,G,NA,50.7,0,10,0,10,H,,
2.2024,2/21/2024,NA,1860,D,G,NA,NA,NA,NA,NA,NA,NA,,
2.2024,2/21/2024,NA,1864,A,G,NA,50.5,0,9,0,9,H,,
2.2024,2/21/2024,NA,3048,A,G,NA,59.4,0,8,0,8,H,,
2.2024,2/21/2024,NA,3039,A,G,NA,51.3,2,7,10,17,H,,
2.2024,2/21/2024,NA,2853,A,G,NA,36,0,4,0,4,H,,
2.2024,2/21/2024,NA,1827,A,G,NA,33.3,0,4,0,4,H,,
2.2024,2/21/2024,NA,1836,A,G,NA,35.3,NA,NA,NA,NA,H,,
2.2024,2/21/2024,NA,1886,A,G,NA,36.5,0,2,0,2,H,,
2.2024,2/21/2024,NA,2121,D,G,NA,NA,NA,NA,NA,NA,NA,,
2.2024,2/21/2024,NA,2115,A,G,NA,38.6,0,4,0,4,H,,
2.2024,2/21/2024,NA,3067,A,G,NA,35,0,4,0,4,H,,
2.2024,2/21/2024,NA,2179,A,G,NA,35.6,0,4,0,4,H,,
2.2024,2/21/2024,NA,2159,D,G,NA,NA,NA,NA,NA,NA,NA,,
2.2024,2/21/2024,NA,2104,D,G,NA,NA,NA,NA,NA,NA,NA,,
2.2024,2/21/2024,NA,2109,A,G,NA,49.3,0,4,0,4,H,,
2.2024,2/21/2024,NA,2192,A,G,NA,34,0,4,0,4,H,,
2.2024,2/21/2024,NA,1833,A,G,NA,45.4,0,6,0,6,H,,
2.2024,2/21/2024,NA,1882,A,G,NA,43.5,0,6,0,6,H,,
2.2024,2/21/2024,NA,2881,A,G,NA,55,2,8,8,16,H,,
2.2024,2/21/2024,NA,2893,A,G,NA,39,1,6,4,10,H,,
2.2024,2/21/2024,NA,2134,A,G,NA,50.7,0,7,0,7,H,,
2.2024,2/21/2024,NA,2136,A,G,NA,48,0,2,0,2,H,,
2.2024,2/21/2024,NA,1810,A,G,NA,47,0,6,0,6,H,,
2.2024,2/21/2024,NA,2137,A,G,NA,63,1,8,4,12,H,,
2.2024,2/21/2024,NA,1806,A,G,NA,34.5,0,6,0,6,H,,
2.2024,2/21/2024,NA,1813,A,G,NA,47,0,8,0,8,H,,
2.2024,2/21/2024,NA,3016,A,G,NA,42.8,0,8,0,8,H,,
2.2024,2/21/2024,NA,1862,A,G,NA,40,0,10,0,10,H,,
2.2024,2/21/2024,NA,3082,A,G,NA,30,0,6,0,6,H,,
2.2024,2/21/2024,NA,2126,A,G,NA,47.4,2,7,4,11,H,,
2.2024,2/21/2024,NA,1898,A,G,NA,59.4,3,10,26,36,H,,
2.2024,2/21/2024,NA,3090,A,G,NA,42,5,11,11,22,H,,
2.2024,2/21/2024,NA,1828,A,G,NA,44.3,0,8,0,8,NA,CONDITION NOT RECORDED,
2.2024,2/21/2024,NA,1889,A,G,NA,44.1,0,7,0,7,NA,,
2.2024,2/21/2024,NA,1807,A,G,NA,52.8,0,9,0,9,NA,,
2.2024,2/21/2024,NA,3084,A,G,NA,50.4,0,0,0,0,NA,,
2.2024,2/21/2024,NA,1801,A,G,NA,36,0,0,0,0,NA,,
2.2024,2/21/2024,NA,1803,A,G,NA,33,0,4,0,4,NA,,
2.2024,2/21/2024,NA,2181,A,G,NA,35.8,0,4,0,4,NA,,
2.2024,2/21/2024,NA,3058,A,G,NA,49.2,0,4,0,4,NA,,
2.2024,2/21/2024,NA,1805,A,G,NA,42.1,0,7,0,7,NA,,
2.2024,2/21/2024,NA,1843,A,G,NA,55.5,0,8,12,20,NA,,
2.2024,2/21/2024,NA,3002,A,G,NA,53.3,0,8,8,16,NA,,
2.2024,2/21/2024,NA,3028,A,G,NA,49,0,8,0,8,NA,,
2.2024,2/21/2024,NA,3006,A,G,NA,41.5,0,8,0,8,NA,,
2.2024,2/21/2024,NA,3060,A,G,NA,49,0,8,7,15,NA,,
2.2024,2/21/2024,NA,3100,A,G,NA,45.9,0,13,12,25,NA,,
2.2024,2/21/2024,NA,3005,A,G,NA,67.5,0,10,12,22,NA,LCP,
2.2024,2/21/2024,NA,2114,A,G,NA,53.7,0,12,0,12,NA,,
2.2024,2/21/2024,NA,2194,A,G,NA,49.8,0,4,0,4,NA,,
2.2024,2/21/2024,NA,1831,A,G,NA,40,0,5,0,5,NA,,
2.2024,2/21/2024,NA,2183,A,G,NA,31.2,0,2,0,2,NA,,
2.2024,2/21/2024,NA,2150,A,G,NA,46.5,0,8,0,8,NA,,
2.2024,2/21/2024,NA,2111,A,G,NA,38.3,0,4,0,4,NA,PLUMMULE YELLOW,
2.2024,2/21/2024,NA,2182,D,G,NA,NA,NA,NA,NA,NA,NA,,
2.2024,2/21/2024,NA,2161,D,G,NA,NA,NA,NA,NA,NA,NA,,
2.2024,2/21/2024,NA,3035,A,G,NA,53,0,0,0,0,NA,,
2.2024,2/21/2024,NA,3004,A,G,NA,53.9,0,12,6,18,NA,,
2.2024,2/21/2024,NA,3046,A,G,NA,49.3,0,0,4,4,NA,,
2.2024,2/21/2024,NA,3080,A,G,NA,51.9,0,10,4,14,NA,,
2.2024,2/21/2024,NA,2113,D,G,NA,NA,NA,NA,NA,NA,NA,,
2.2024,2/21/2024,NA,1809,D,G,NA,NA,NA,NA,NA,NA,NA,,
2.2024,2/21/2024,NA,1844,D,G,NA,NA,NA,NA,NA,NA,NA,,
2.2024,2/21/2024,NA,2891,D,G,NA,NA,NA,NA,NA,NA,NA,,
2.2024,2/21/2024,NA,1849,D,G,NA,NA,NA,NA,NA,NA,NA,,
2.2024,2/21/2024,NA,1867,D,G,NA,NA,NA,NA,NA,NA,NA,,
2.2024,2/21/2024,NA,1863,D,G,NA,NA,NA,NA,NA,NA,NA,,
2.2024,2/21/2024,NA,2148,A,G,NA,40.7,0,4,NA,NA,NA,,
3.2024,3/19/2024,NA,2186,A,G,NA,41.1,0,10,0,10,H,,
3.2024,3/19/2024,NA,2189,A,G,NA,42.4,2,8,4,12,H,,
3.2024,3/19/2024,NA,3095,A,G,NA,31.5,0,4,0,4,H,,
3.2024,3/19/2024,NA,3059,A,G,NA,51.8,4,11,12,23,H,,
3.2024,3/19/2024,NA,2178,A,G,NA,55.5,3,8,18,26,H,,
3.2024,3/19/2024,NA,2146,A,G,NA,50.5,2,12,4,16,H,,
3.2024,3/19/2024,NA,2170,D,G,NA,NA,NA,NA,NA,NA,NA,,
3.2024,3/19/2024,NA,2145,A,G,NA,55.5,3,10,19,29,H,,
3.2024,3/19/2024,NA,1899,A,G,NA,40.5,2,10,4,14,H,,
3.2024,3/19/2024,NA,2117,A,G,NA,38.5,0,8,0,8,H,,
3.2024,3/19/2024,NA,2154,A,G,NA,59.2,0,9,0,9,H,,
3.2024,3/19/2024,NA,2118,A,G,NA,41.5,0,6,0,6,H,,
3.2024,3/19/2024,NA,2169,D,G,NA,NA,NA,NA,NA,NA,NA,,
3.2024,3/19/2024,NA,2156,D,G,NA,NA,NA,NA,NA,NA,NA,Washed away,
3.2024,3/19/2024,NA,2132,A,G,NA,45.1,0,2,0,2,H,,
3.2024,3/19/2024,NA,2128,A,G,NA,46.8,0,4,0,4,H,,
3.2024,3/19/2024,NA,2120,A,G,NA,44.3,0,8,0,8,H,,
3.2024,3/19/2024,NA,1826,A,G,NA,35.8,0,7,0,7,H,,
3.2024,3/19/2024,NA,2157,A,G,NA,39.5,0,5,0,5,H,,
3.2024,3/19/2024,NA,2144,A,G,NA,51.5,0,10,0,10,H,,
3.2024,3/19/2024,NA,2107,A,G,NA,44.3,0,8,0,8,H,,
3.2024,3/19/2024,NA,2131,A,G,NA,39.8,0,5,0,5,H,,
3.2024,3/19/2024,NA,3068,A,G,NA,37,0,6,0,6,H,,
3.2024,3/19/2024,NA,2168,A,G,NA,44.8,0,4,0,4,H,,
3.2024,3/19/2024,NA,2141,A,G,NA,42.2,0,6,0,6,H,,
3.2024,3/19/2024,NA,2180,A,G,NA,50.9,0,8,0,8,H,,
3.2024,3/19/2024,NA,2166,A,G,NA,45.4,0,9,0,9,H,,
3.2024,3/19/2024,NA,3062,A,G,NA,33.7,0,2,0,2,H,,
3.2024,3/19/2024,NA,3050,A,G,NA,35,0,5,0,5,H,,
3.2024,3/19/2024,NA,2835,A,G,NA,49.6,0,2,0,2,H,,
3.2024,3/19/2024,NA,2200,D,G,NA,NA,NA,NA,NA,NA,NA,,
3.2024,3/19/2024,NA,1900,A,G,NA,30.6,0,4,0,4,H,,
3.2024,3/19/2024,NA,1822,NA,G,NA,NA,NA,NA,NA,NA,NA,Pulled tag,
3.2024,3/19/2024,NA,2147,NA,G,NA,NA,NA,NA,NA,NA,NA,Pulled tag,
3.2024,3/19/2024,NA,1812,A,G,NA,32,0,4,0,4,H,,
3.2024,3/19/2024,NA,3047,A,G,NA,49.5,2,8,4,12,H,,
3.2024,3/19/2024,NA,3038,A,G,NA,53.5,0,6,0,6,H,,
3.2024,3/19/2024,NA,2852,A,G,NA,49.2,2,11,4,15,H,,
3.2024,3/19/2024,NA,3044,A,G,NA,46.3,2,10,11,21,H,,
3.2024,3/19/2024,NA,3054,A,G,NA,42.6,0,8,0,8,H,,
3.2024,3/19/2024,NA,3057,A,G,NA,39.1,11,10,2,12,H,,
3.2024,3/19/2024,NA,1832,A,G,NA,43.2,4,10,10,20,H,,
3.2024,3/19/2024,NA,1819,A,G,NA,49.8,2,10,4,14,H,,
3.2024,3/19/2024,NA,1847,A,G,NA,46.7,0,4,0,4,H,,
3.2024,3/19/2024,NA,1871,A,G,NA,49,0,4,0,4,H,,
3.2024,3/19/2024,NA,3089,D,G,NA,NA,NA,NA,NA,NA,NA,,
3.2024,3/19/2024,NA,3025,A,G,NA,52.5,0,8,0,8,H,,
3.2024,3/19/2024,NA,3053,A,G,NA,45.6,0,8,0,8,H,,
3.2024,3/19/2024,NA,3030,A,G,NA,41.2,0,8,0,8,H,,
3.2024,3/19/2024,NA,3086,A,G,NA,51.9,5,12,14,26,H,,
3.2024,3/19/2024,NA,3001,A,G,NA,52.5,2,9,16,25,H,,
3.2024,3/19/2024,NA,3096,A,G,NA,51.6,0,9,0,9,H,,
3.2024,3/19/2024,NA,3042,A,G,NA,53.5,0,9,0,9,H,,
3.2024,3/19/2024,NA,3076,A,G,NA,63.5,2,7,12,19,H,,
3.2024,3/19/2024,NA,3078,A,G,NA,52.7,2,10,15,25,H,,
3.2024,3/19/2024,NA,3092,A,G,NA,48.5,0,8,0,8,H,,
3.2024,3/19/2024,NA,3012,A,G,NA,49.6,2,4,7,11,H,,
3.2024,3/19/2024,NA,3008,A,G,NA,46.1,2,0,11,11,H,MSD,
3.2024,3/19/2024,NA,2862,A,G,NA,41.2,0,8,0,8,H,,
3.2024,3/19/2024,NA,3052,A,G,NA,32.9,0,6,0,6,H,PULLED TAG,
3.2024,3/19/2024,NA,3055,D,G,NA,NA,NA,NA,NA,NA,NA,,
3.2024,3/19/2024,NA,3063,A,G,NA,33.1,0,4,0,4,H,,
3.2024,3/19/2024,NA,3065,A,G,NA,44,2,8,4,12,H,,
3.2024,3/19/2024,NA,2175,A,G,NA,47.5,2,10,4,14,H,,
3.2024,3/19/2024,NA,2172,A,G,NA,54.4,2,9,4,13,H,,
3.2024,3/19/2024,NA,1853,A,G,NA,47.1,0,8,0,8,H,,
3.2024,3/19/2024,NA,2864,A,G,NA,50.5,3,10,10,20,H,,
3.2024,3/19/2024,NA,3007,A,G,NA,43.1,0,8,0,8,H,,
3.2024,3/19/2024,NA,3009,A,G,NA,41,0,8,0,8,H,,
3.2024,3/19/2024,NA,3066,A,G,NA,36,0,8,0,8,H,,
3.2024,3/19/2024,NA,3010,A,G,NA,37.3,0,8,0,8,H,,
3.2024,3/19/2024,NA,2152,A,G,NA,52.5,0,10,0,10,H,,
3.2024,3/19/2024,NA,2142,A,G,NA,48.1,0,10,0,10,H,,
3.2024,3/19/2024,NA,2125,A,G,NA,49.8,2,11,8,19,H,,
3.2024,3/19/2024,NA,1865,A,G,NA,49.7,0,6,0,6,H,,
3.2024,3/19/2024,NA,3077,A,G,NA,42.5,0,6,0,6,H,,
3.2024,3/19/2024,NA,3056,A,G,NA,42.2,0,7,0,7,H,,
3.2024,3/19/2024,NA,3011,A,G,NA,41.7,0,8,0,8,H,,
3.2024,3/19/2024,NA,3023,A,G,NA,42.3,0,8,0,8,H,,
3.2024,3/19/2024,NA,1842,A,G,NA,43.2,0,7,0,7,H,,
3.2024,3/19/2024,NA,1881,A,G,NA,48.5,2,8,3,11,H,,
3.2024,3/19/2024,NA,3088,D,G,NA,NA,NA,NA,NA,NA,NA,WASHED AWAY,
3.2024,3/19/2024,NA,1878,A,G,NA,57,1,4,4,8,H,,
3.2024,3/19/2024,NA,3019,A,G,NA,46.7,0,8,0,8,H,,
3.2024,3/19/2024,NA,2158,A,G,NA,39.5,0,5,0,5,H,,
3.2024,3/19/2024,NA,2130,A,G,NA,43.7,0,3,0,3,H,,
3.2024,3/19/2024,NA,3070,A,G,NA,37.3,0,4,0,4,H,MSD,
3.2024,3/19/2024,NA,3081,A,G,NA,42.3,0,4,0,4,H,,
3.2024,3/19/2024,NA,2116,A,G,NA,46.5,2,11,4,15,H,MSD,
3.2024,3/19/2024,NA,2199,A,G,NA,39.9,0,5,0,5,H,MSD,
3.2024,3/19/2024,NA,3094,A,G,NA,55.5,2,8,15,23,H,,
3.2024,3/19/2024,NA,3040,A,G,NA,45.2,0,9,0,9,H,,
3.2024,3/19/2024,NA,3091,A,G,NA,54.7,1,10,2,12,H,,
3.2024,3/19/2024,NA,1892,A,G,NA,60.5,2,8,3,11,H,,
3.2024,3/19/2024,NA,2129,A,G,NA,39.7,0,5,0,5,H,,
3.2024,3/19/2024,NA,2162,A,G,NA,42,0,7,0,7,H,,
3.2024,3/19/2024,NA,2108,A,G,NA,43.2,0,7,0,7,H,,
3.2024,3/19/2024,NA,2153,A,G,NA,40.4,0,3,0,3,H,,
3.2024,3/19/2024,NA,2164,A,G,NA,23.4,0,6,0,6,H,,
3.2024,3/19/2024,NA,2177,A,G,NA,36.4,0,2,0,2,H,,
3.2024,3/19/2024,NA,2188,A,G,NA,45,0,6,0,6,H,,
3.2024,3/19/2024,NA,2167,A,G,NA,52.1,0,6,0,6,H,,
3.2024,3/19/2024,NA,1838,A,G,NA,44.3,0,6,0,6,H,,
3.2024,3/19/2024,NA,1816,A,G,NA,49,0,7,0,7,H,,
3.2024,3/19/2024,NA,1817,A,G,NA,50.4,0,11,0,11,H,,
3.2024,3/19/2024,NA,1895,A,G,NA,56.2,2,8,9,17,H,,
3.2024,3/19/2024,NA,2119,A,G,NA,48,0,4,0,4,H,,
3.2024,3/19/2024,NA,2101,A,G,NA,27.9,0,6,0,6,H,,
3.2024,3/19/2024,NA,3034,A,G,NA,32.9,0,5,0,5,H,,
3.2024,3/19/2024,NA,2140,A,G,NA,36.2,0,6,0,6,H,,
3.2024,3/19/2024,NA,3031,A,G,NA,25.6,2,0,8,8,H,MSD,
3.2024,3/19/2024,NA,2135,A,G,NA,39,0,6,0,6,H,,
3.2024,3/19/2024,NA,2174,D,G,NA,NA,NA,NA,NA,NA,DEAD,TAG REMOVED,
3.2024,3/19/2024,NA,2187,D,G,NA,NA,NA,NA,NA,NA,DEAD,WASHED AWAY,
3.2024,3/19/2024,NA,2123,A,G,NA,61.5,0,2,0,2,H,,
3.2024,3/19/2024,NA,2165,A,G,NA,48.9,0,4,0,4,H,,
3.2024,3/19/2024,NA,2149,A,G,NA,46.2,0,6,0,6,H,,
3.2024,3/19/2024,NA,2163,A,G,NA,40.5,0,8,0,8,H,,
3.2024,3/19/2024,NA,1854,A,G,NA,41.8,0,8,0,8,H,,
3.2024,3/19/2024,NA,1861,A,G,NA,35.4,0,5,0,5,H,,
3.2024,3/19/2024,NA,3049,A,G,NA,39.3,0,9,0,9,H,,
3.2024,3/19/2024,NA,3051,A,G,NA,40.2,0,8,0,8,H,,
3.2024,3/19/2024,NA,1837,A,G,NA,51.5,0,8,0,8,H,,
3.2024,3/19/2024,NA,1866,A,G,NA,50.2,0,8,0,8,H,,
3.2024,3/19/2024,NA,3041,A,G,NA,34.5,0,0,0,0,W,"WAS TIPPED, RIGHTED",
3.2024,3/19/2024,NA,1848,A,G,NA,27.6,0,9,0,9,H,,
3.2024,3/19/2024,NA,1841,A,G,NA,46.4,0,8,0,8,H,,
3.2024,3/19/2024,NA,1880,A,G,NA,46.6,0,8,0,8,H,,
3.2024,3/19/2024,NA,1818,A,G,NA,49.5,0,10,0,10,H,,
3.2024,3/19/2024,NA,3015,A,G,NA,37.9,0,3,0,3,H,"WAS TIPPED, RIGHTED",
3.2024,3/19/2024,NA,1828,A,G,NA,45.3,0,8,0,8,H,,
3.2024,3/19/2024,NA,1889,A,G,NA,44.5,0,10,0,10,H,,
3.2024,3/19/2024,NA,1807,A,G,NA,50,0,10,0,10,H,,
3.2024,3/19/2024,NA,3084,A,G,NA,53.5,0,9,0,9,H,,
3.2024,3/19/2024,NA,1801,A,G,NA,35.4,0,6,0,6,H,,
3.2024,3/19/2024,NA,1803,A,G,NA,32.9,0,6,0,6,H,,
3.2024,3/19/2024,NA,2181,A,G,NA,35.4,0,6,0,6,H,,
3.2024,3/19/2024,NA,3058,A,G,NA,49.7,0,7,0,7,H,,
3.2024,3/19/2024,NA,1805,A,G,NA,44.6,0,7,0,7,H,,
3.2024,3/19/2024,NA,1843,A,G,NA,55.9,2,10,16,26,H,,
3.2024,3/19/2024,NA,3002,A,G,NA,55.1,2,8,11,19,H,,
3.2024,3/19/2024,NA,3028,A,G,NA,51,0,8,0,8,H,,
3.2024,3/19/2024,NA,3006,A,G,NA,42.4,2,10,4,14,H,,
3.2024,3/19/2024,NA,3060,A,G,NA,50.4,3,10,12,22,H,,
3.2024,3/19/2024,NA,3100,A,G,NA,48,4,10,12,22,H,,
3.2024,3/19/2024,NA,3005,A,G,NA,69.1,3,14,16,30,H,,
3.2024,3/19/2024,NA,2114,A,G,NA,52.3,0,4,0,4,H,,
3.2024,3/19/2024,NA,2194,A,G,NA,48.8,0,4,0,4,H,,
3.2024,3/19/2024,NA,1831,A,G,NA,41.1,0,6,0,6,H,,
3.2024,3/19/2024,NA,2183,A,G,NA,32.2,0,4,0,4,H,,
3.2024,3/19/2024,NA,2150,A,G,NA,50.1,0,7,0,7,H,,
3.2024,3/19/2024,NA,2111,A,G,NA,39.6,0,4,0,4,H,,
3.2024,3/19/2024,NA,2182,D,G,NA,NA,NA,NA,NA,#VALUE!,DEAD,,
3.2024,3/19/2024,NA,2161,D,G,NA,NA,NA,NA,NA,#VALUE!,DEAD,,
3.2024,3/19/2024,NA,3035,A,G,NA,53.1,0,8,0,8,H,,
3.2024,3/19/2024,NA,3004,A,G,NA,54.5,2,12,8,20,H,,
3.2024,3/19/2024,NA,3046,A,G,NA,51.8,2,10,6,16,H,,
3.2024,3/19/2024,NA,3080,A,G,NA,51.5,2,12,8,20,H,,
3.2024,3/19/2024,NA,2113,D,G,NA,NA,NA,NA,NA,#VALUE!,DEAD,,
3.2024,3/19/2024,NA,1821,D,G,NA,NA,NA,NA,NA,#VALUE!,DEAD,,
3.2024,3/19/2024,NA,1809,D,G,NA,NA,NA,NA,NA,#VALUE!,DEAD,,
3.2024,3/19/2024,NA,1844,D,G,NA,NA,NA,NA,NA,#VALUE!,DEAD,,
3.2024,3/19/2024,NA,1872,D,G,NA,NA,NA,NA,NA,#VALUE!,DEAD,,
3.2024,3/19/2024,NA,1815,D,G,NA,NA,NA,NA,NA,#VALUE!,DEAD,,
3.2024,3/19/2024,NA,2891,D,G,NA,NA,NA,NA,NA,#VALUE!,DEAD,,
3.2024,3/19/2024,NA,1852,D,G,NA,NA,NA,NA,NA,#VALUE!,DEAD,,
3.2024,3/19/2024,NA,1849,D,G,NA,NA,NA,NA,NA,#VALUE!,DEAD,,
3.2024,3/19/2024,NA,1867,D,G,NA,NA,NA,NA,NA,#VALUE!,DEAD,,
3.2024,3/19/2024,NA,1863,D,G,NA,NA,NA,NA,NA,#VALUE!,DEAD,,
3.2024,3/19/2024,NA,2148,A,G,NA,41,0,4,0,4,H,,
3.2024,3/19/2024,NA,1824,A,G,NA,45.3,0,8,0,8,H,,
3.2024,3/19/2024,NA,1869,A,G,NA,39.4,0,8,0,8,H,,
3.2024,3/19/2024,NA,3045,A,G,NA,37.1,0,6,0,6,H,,
3.2024,3/19/2024,NA,1850,A,G,NA,44,0,7,0,7,H,,
3.2024,3/19/2024,NA,3013,A,G,NA,38.6,0,6,0,6,H,,
3.2024,3/19/2024,NA,3073,A,G,NA,48.4,0,6,0,6,H,,
3.2024,3/19/2024,NA,2184,DY,G,NA,22.5,0,0,0,0,DY,,
3.2024,3/19/2024,NA,3069,A,G,NA,54,2,8,9,17,H,,
3.2024,3/19/2024,NA,2160,A,G,NA,33.4,0,8,0,8,H,,
3.2024,3/19/2024,NA,3072,A,G,NA,48.1,0,8,0,8,H,,
3.2024,3/19/2024,NA,2195,A,G,NA,36.8,0,8,0,8,H,,
3.2024,3/19/2024,NA,1887,A,G,NA,51,0,8,0,8,H,,
3.2024,3/19/2024,NA,1891,A,G,NA,46.4,3,10,8,18,H,,
3.2024,3/19/2024,NA,2850,A,G,NA,39.4,2,10,4,14,H,,
3.2024,3/19/2024,NA,1890,A,G,NA,60.2,2,8,4,12,H,,
3.2024,3/19/2024,NA,1883,DY,G,NA,41.5,0,0,0,0,DY,,
3.2024,3/19/2024,NA,1876,DY,G,NA,40,0,0,0,0,DY,,
3.2024,3/19/2024,NA,2143,A,G,NA,28.2,0,4,0,4,H,,
3.2024,3/19/2024,NA,2105,A,G,NA,40.1,0,3,0,3,H,,
3.2024,3/19/2024,NA,2127,A,G,NA,46,2,6,8,14,H,,
3.2024,3/19/2024,NA,2133,A,G,NA,49.1,3,4,4,8,H,,
3.2024,3/19/2024,NA,2860,A,G,NA,43.3,0,9,0,9,H,,
3.2024,3/19/2024,NA,1834,A,G,NA,46.2,0,9,0,9,H,,
3.2024,3/19/2024,NA,1811,A,G,NA,54.1,0,9,0,9,H,,
3.2024,3/19/2024,NA,1875,A,G,NA,53.2,3,8,17,25,H,,
3.2024,3/19/2024,NA,2857,A,G,NA,45.6,0,10,0,10,H,,
3.2024,3/19/2024,NA,3075,A,G,NA,44.5,4,9,16,25,H,,
3.2024,3/19/2024,NA,2176,D,G,NA,NA,NA,NA,NA,NA,DEAD,,
3.2024,3/19/2024,NA,2191,D,G,NA,NA,NA,NA,NA,NA,DEAD,,
3.2024,3/19/2024,NA,2190,A,G,NA,36.4,0,4,0,4,H,,
3.2024,3/19/2024,NA,2171,A,G,NA,52.1,0,6,0,6,H,,
3.2024,3/19/2024,NA,2198,A,G,NA,26.1,0,4,0,4,H,,
3.2024,3/19/2024,NA,2197,A,G,NA,34,0,5,0,5,H,,
3.2024,3/19/2024,NA,2155,A,G,NA,51.7,2,10,4,14,H,,
3.2024,3/19/2024,NA,3021,A,G,NA,43.8,1,0,4,4,H,MSS,
3.2024,3/19/2024,NA,2896,D,G,NA,NA,NA,NA,NA,NA,DEAD,,
3.2024,3/19/2024,NA,1896,A,G,NA,42.8,0,8,0,8,H,,
3.2024,3/19/2024,NA,1870,A,G,NA,37.2,0,8,0,8,H,,
3.2024,3/19/2024,NA,2849,A,G,NA,57.2,3,10,21,31,H,,
3.2024,3/19/2024,NA,1884,A,G,NA,58.5,0,11,0,11,H,,
3.2024,3/19/2024,NA,1879,A,G,NA,52,0,10,0,10,H,,
3.2024,3/19/2024,NA,3029,A,G,NA,44.6,2,10,4,14,H,,
3.2024,3/19/2024,NA,3097,A,G,NA,53.9,0,10,0,10,H,MSS,
3.2024,3/19/2024,NA,2110,A,G,NA,42.3,0,8,0,8,H,,
3.2024,3/19/2024,NA,2196,A,G,NA,47.4,0,7,0,7,H,,
3.2024,3/19/2024,NA,2122,A,G,NA,37.5,0,6,0,6,H,,
3.2024,3/19/2024,NA,3014,A,G,NA,43.6,0,8,0,8,H,,
3.2024,3/19/2024,NA,1888,A,G,NA,57.5,0,6,0,6,H,COBWEB LEAVES,
3.2024,3/19/2024,NA,1839,A,G,NA,44.5,0,5,0,5,H,,
3.2024,3/19/2024,NA,2138,A,G,NA,42.7,0,10,0,10,H,,
3.2024,3/19/2024,NA,1897,A,G,NA,55.4,2,8,10,18,H,,
3.2024,3/19/2024,NA,1829,D,G,NA,NA,NA,NA,NA,NA,DEAD,,
3.2024,3/19/2024,NA,1857,A,G,NA,52.5,0,7,0,7,H,,
3.2024,3/19/2024,NA,1846,A,G,NA,34,2,0,9,9,H,MSS,
3.2024,3/19/2024,NA,2122,A,G,NA,40.1,0,6,0,6,H,,
3.2024,3/19/2024,NA,3098,A,G,NA,45.6,4,8,12,20,H,,
